0080 	Slowbro	164 	0 	0 	2 	0 	0 	0 	2
0081 	Magnemite	89 	0 	0 	0 	1 	0 	0 	1
0082 	Magneton	161 	0 	0 	0 	2 	0 	0 	2
0083'd 	Farfetch'd	94 	0 	1 	0 	0 	0 	0 	1
0084 	Doduo	96 	0 	1 	0 	0 	0 	0 	1
0085 	Dodrio	158 	0 	2 	0 	0 	0 	0 	2
0086 	Seel	100 	0 	0 	0 	0 	1 	0 	1
0087 	Dewgong	176 	0 	0 	0 	0 	2 	0 	2
0088 	Grimer	90 	1 	0 	0 	0 	0 	0 	1
0089 	Muk	157 	1 	1 	0 	0 	0 	0 	2
0090 	Shellder	97 	0 	0 	1 	0 	0 	0 	1
0091 	Cloyster	203 	0 	0 	2 	0 	0 	0 	2
0092 	Gastly	95 	0 	0 	0 	1 	0 	0 	1
0093 	Haunter	126 	0 	0 	0 	2 	0 	0 	2
0094 	Gengar	190 	0 	0 	0 	3 	0 	0 	3
0095 	Onix	108 	0 	0 	1 	0 	0 	0 	1
0096 	Drowzee	102 	0 	0 	0 	0 	1 	0 	1
0097 	Hypno	165 	0 	0 	0 	0 	2 	0 	2
0098 	Krabby	115 	0 	1 	0 	0 	0 	0 	1
0099 	Kingler	206 	0 	2 	0 	0 	0 	0 	2
0100 	Voltorb	103 	0 	0 	0 	0 	0 	1 	1
0101 	Electrode	150 	0 	0 	0 	0 	0 	2 	2
0102 	Exeggcute	98 	0 	0 	1 	0 	0 	0 	1
0103 	Exeggutor	212 	0 	0 	0 	2 	0 	0 	2
0104 	Cubone	87 	0 	0 	1 	0 	0 	0 	1
0105 	Marowak	124 	0 	0 	2 	0 	0 	0 	2
0106 	Hitmonlee	139 	0 	2 	0 	0 	0 	0 	2
0107 	Hitmonchan	140 	0 	0 	0 	0 	2 	0 	2
0108 	Lickitung	127 	2 	0 	0 	0 	0 	0 	2
0109 	Koffing	114 	0 	0 	1 	0 	0 	0 	1
0110 	Weezing	173 	0 	0 	2 	0 	0 	0 	2
0111 	Rhyhorn	135 	0 	0 	1 	0 	0 	0 	1
0112 	Rhydon	204 	0 	2 	0 	0 	0 	0 	2
0113 	Chansey	255 	2 	0 	0 	0 	0 	0 	2
0114 	Tangela	166 	0 	0 	1 	0 	0 	0 	1
0115 	Kangaskhan	175 	2 	0 	0 	0 	0 	0 	2
0116 	Horsea	83 	0 	0 	0 	1 	0 	0 	1
0117 	Seadra	155 	0 	0 	1 	1 	0 	0 	2
0118 	Goldeen	111 	0 	1 	0 	0 	0 	0 	1
0119 	Seaking	170 	0 	2 	0 	0 	0 	0 	2
0120 	Staryu	106 	0 	0 	0 	0 	0 	1 	1
0121 	Starmie	207 	0 	0 	0 	0 	0 	2 	2
0122. Mime 	Mr. Mime	136 	0 	0 	0 	0 	2 	0 	2
0123 	Scyther	187 	0 	1 	0 	0 	0 	0 	1
0124 	Jynx	137 	0 	0 	0 	2 	0 	0 	2
0125 	Electabuzz	156 	0 	0 	0 	0 	0 	2 	2
0126 	Magmar	167 	0 	0 	0 	2 	0 	0 	2
0127 	Pinsir	200 	0 	2 	0 	0 	0 	0 	2
0128 	Tauros	211 	0 	1 	0 	0 	0 	1 	2
0129 	Magikarp	20 	0 	0 	0 	0 	0 	1 	1
0130 	Gyarados	214 	0 	2 	0 	0 	0 	0 	2
0131 	Lapras	219 	2 	0 	0 	0 	0 	0 	2
0132 	Ditto	61 	1 	0 	0 	0 	0 	0 	1
0133 	Eevee	92 	0 	0 	0 	0 	1 	0 	1
0134 	Vaporeon	196 	2 	0 	0 	0 	0 	0 	2
0135 	Jolteon	197 	0 	0 	0 	0 	0 	2 	2
0136 	Flareon	198 	0 	2 	0 	0 	0 	0 	2
0137 	Porygon	130 	0 	0 	0 	1 	0 	0 	1
0138 	Omanyte	99 	0 	0 	1 	0 	0 	0 	1
0139 	Omastar	199 	0 	0 	2 	0 	0 	0 	2
0140 	Kabuto	99 	0 	0 	1 	0 	0 	0 	1
0141 	Kabutops	199 	0 	2 	0 	0 	0 	0 	2
0142 	Aerodactyl	202 	0 	0 	0 	0 	0 	2 	2
0143 	Snorlax	154 	2 	0 	0 	0 	0 	0 	2
0144 	Articuno	215 	0 	0 	0 	0 	3 	0 	3
0145 	Zapdos	216 	0 	0 	0 	3 	0 	0 	3
0146 	Moltres	217 	0 	0 	0 	3 	0 	0 	3
0147 	Dratini	67 	0 	1 	0 	0 	0 	0 	1
0148 	Dragonair	144 	0 	2 	0 	0 	0 	0 	2
0149 	Dragonite	218 	0 	3 	0 	0 	0 	0 	3
0150 	Mewtwo	220 	0 	0 	0 	3 	0 	0 	3
0151 	Mew	64 	3 	0 	0 	0 	0 	0 	3
0152 	Chikorita	64 	0 	0 	0 	0 	1 	0 	1
0153 	Bayleef	141 	0 	0 	1 	0 	1 	0 	2
0154 	Meganium	208 	0 	0 	1 	0 	2 	0 	3
0155 	Cyndaquil	65 	0 	0 	0 	0 	0 	1 	1
0156 	Quilava	142 	0 	0 	0 	1 	0 	1 	2
0157 	Typhlosion	209 	0 	0 	0 	3 	0 	0 	3
0158 	Totodile	66 	0 	1 	0 	0 	0 	0 	1
0159 	Croconaw	143 	0 	1 	1 	0 	0 	0 	2
0160 	Feraligatr	210 	0 	2 	1 	0 	0 	0 	3
0161 	Sentret	57 	0 	1 	0 	0 	0 	0 	1
0162 	Furret	116 	0 	0 	0 	0 	0 	2 	2
0163 	Hoothoot	58 	1 	0 	0 	0 	0 	0 	1
0164 	Noctowl	162 	2 	0 	0 	0 	0 	0 	2
0165 	Ledyba	54 	0 	0 	0 	0 	1 	0 	1
0166 	Ledian	134 	0 	0 	0 	0 	2 	0 	2
0167 	Spinarak	54 	0 	1 	0 	0 	0 	0 	1
0168 	Ariados	134 	0 	2 	0 	0 	0 	0 	2
0169 	Crobat	204 	0 	0 	0 	0 	0 	3 	3
0170 	Chinchou	90 	1 	0 	0 	0 	0 	0 	1
0171 	Lanturn	156 	2 	0 	0 	0 	0 	0 	2
0172 	Pichu	42 	0 	0 	0 	0 	0 	1 	1
0173 	Cleffa	37 	0 	0 	0 	0 	1 	0 	1
0174 	Igglybuff	39 	1 	0 	0 	0 	0 	0 	1
0175 	Togepi	74 	0 	0 	0 	0 	1 	0 	1
0176 	Togetic	114 	0 	0 	0 	0 	2 	0 	2
0177 	Natu	73 	0 	0 	0 	1 	0 	0 	1
0178 	Xatu	171 	0 	0 	0 	1 	0 	1 	2
0179 	Mareep	59 	0 	0 	0 	1 	0 	0 	1
0180 	Flaaffy	117 	0 	0 	0 	2 	0 	0 	2
0181 	Ampharos	194 	0 	0 	0 	3 	0 	0 	3
0182 	Bellossom	184 	0 	0 	0 	0 	3 	0 	3
0183 	Marill	58 	2 	0 	0 	0 	0 	0 	2
0184 	Azumarill	153 	3 	0 	0 	0 	0 	0 	3
0185 	Sudowoodo	135 	0 	0 	2 	0 	0 	0 	2
0186 	Politoed	185 	0 	0 	0 	0 	3 	0 	3
0187 	Hoppip	74 	0 	0 	0 	0 	1 	0 	1
0188 	Skiploom	136 	0 	0 	0 	0 	0 	2 	2
0189 	Jumpluff	176 	0 	0 	0 	0 	0 	3 	3
0190 	Aipom	94 	0 	0 	0 	0 	0 	1 	1
0191 	Sunkern	52 	0 	0 	0 	1 	0 	0 	1
0192 	Sunflora	146 	0 	0 	0 	2 	0 	0 	2
0193 	Yanma	147 	0 	0 	0 	0 	0 	1 	1
0194 	Wooper	52 	1 	0 	0 	0 	0 	0 	1
0195 	Quagsire	137 	2 	0 	0 	0 	0 	0 	2
0196 	Espeon	197 	0 	0 	0 	2 	0 	0 	2
0197 	Umbreon	197 	0 	0 	0 	0 	2 	0 	2
0198 	Murkrow	107 	0 	0 	0 	0 	0 	1 	1
0199 	Slowking	164 	0 	0 	0 	0 	3 	0 	3
0200 	Misdreavus	147 	0 	0 	0 	0 	1 	0 	1
0201 	Unown	61 	0 	1 	0 	1 	0 	0 	2
0202 	Wobbuffet	177 	2 	0 	0 	0 	0 	0 	2
0203 	Girafarig	149 	0 	0 	0 	2 	0 	0 	2
0204 	Pineco	60 	0 	0 	1 	0 	0 	0 	1
0205 	Forretress	118 	0 	0 	2 	0 	0 	0 	2
0206 	Dunsparce	125 	1 	0 	0 	0 	0 	0 	1
0207 	Gligar	108 	0 	0 	1 	0 	0 	0 	1
0208 	Steelix	196 	0 	0 	2 	0 	0 	0 	2
0209 	Snubbull	63 	0 	1 	0 	0 	0 	0 	1
0210 	Granbull	178 	0 	2 	0 	0 	0 	0 	2
0211 	Qwilfish	100 	0 	1 	0 	0 	0 	0 	1
0212 	Scizor	200 	0 	2 	0 	0 	0 	0 	2
0213 	Shuckle	80 	0 	0 	1 	0 	1 	0 	2
0214 	Heracross	200 	0 	2 	0 	0 	0 	0 	2
0215 	Sneasel	132 	0 	0 	0 	0 	0 	1 	1
0216 	Teddiursa	124 	0 	1 	0 	0 	0 	0 	1
0217 	Ursaring	189 	0 	2 	0 	0 	0 	0 	2
0218 	Slugma	78 	0 	0 	0 	1 	0 	0 	1
0219 	Magcargo	154 	0 	0 	2 	0 	0 	0 	2
0220 	Swinub	78 	0 	1 	0 	0 	0 	0 	1
0221 	Piloswine	160 	1 	1 	0 	0 	0 	0 	2
0222 	Corsola	113 	0 	0 	1 	0 	1 	0 	2
0223 	Remoraid	78 	0 	0 	0 	1 	0 	0 	1
0224 	Octillery	164 	0 	1 	0 	1 	0 	0 	2
0225 	Delibird	183 	0 	0 	0 	0 	0 	1 	1
0226 	Mantine	168 	0 	0 	0 	0 	2 	0 	2
0227 	Skarmory	168 	0 	0 	2 	0 	0 	0 	2
0228 	Houndour	114 	0 	0 	0 	1 	0 	0 	1
0229 	Houndoom	204 	0 	0 	0 	2 	0 	0 	2
0230 	Kingdra	207 	0 	1 	0 	1 	1 	0 	3
0231 	Phanpy	124 	1 	0 	0 	0 	0 	0 	1
0232 	Donphan	189 	0 	1 	1 	0 	0 	0 	2
0233 	Porygon2	180 	0 	0 	0 	2 	0 	0 	2
0234 	Stantler	165 	0 	1 	0 	0 	0 	0 	1
0235 	Smeargle	106 	0 	0 	0 	0 	0 	1 	1
0236 	Tyrogue	91 	0 	1 	0 	0 	0 	0 	1
0237 	Hitmontop	138 	0 	0 	0 	0 	2 	0 	2
0238 	Smoochum	87 	0 	0 	0 	1 	0 	0 	1
0239 	Elekid	106 	0 	0 	0 	0 	0 	1 	1
0240 	Magby	117 	0 	0 	0 	0 	0 	1 	1
0241 	Miltank	200 	0 	0 	2 	0 	0 	0 	2
0242 	Blissey	255 	3 	0 	0 	0 	0 	0 	3
0243 	Raikou	216 	0 	0 	0 	1 	0 	2 	3
0244 	Entei	217 	1 	2 	0 	0 	0 	0 	3
0245 	Suicune	215 	0 	0 	1 	0 	2 	0 	3
0246 	Larvitar	67 	0 	1 	0 	0 	0 	0 	1
0247 	Pupitar	144 	0 	2 	0 	0 	0 	0 	2
0248 	Tyranitar	218 	0 	3 	0 	0 	0 	0 	3
0249 	Lugia	220 	0 	0 	0 	0 	3 	0 	3
0250-Oh 	Ho-Oh	220 	0 	0 	0 	0 	3 	0 	3
0251 	Celebi	64 	3 	0 	0 	0 	0 	0 	3
0252 	Treecko	65 	0 	0 	0 	0 	0 	1 	1
0253 	Grovyle	141 	0 	0 	0 	0 	0 	2 	2
0254 	Sceptile	208 	0 	0 	0 	0 	0 	3 	3
0255 	Torchic	65 	0 	0 	0 	1 	0 	0 	1
0256 	Combusken	142 	0 	1 	0 	1 	0 	0 	2
0257 	Blaziken	209 	0 	3 	0 	0 	0 	0 	3
0258 	Mudkip	65 	0 	1 	0 	0 	0 	0 	1
0259 	Marshtomp	143 	0 	2 	0 	0 	0 	0 	2
0260 	Swampert	210 	0 	3 	0 	0 	0 	0 	3
0261 	Poochyena	55 	0 	1 	0 	0 	0 	0 	1
0262 	Mightyena	128 	0 	2 	0 	0 	0 	0 	2
0263 	Zigzagoon	60 	0 	0 	0 	0 	0 	1 	1
0264 	Linoone	128 	0 	0 	0 	0 	0 	2 	2
0265 	Wurmple	54 	1 	0 	0 	0 	0 	0 	1
0266 	Silcoon	72 	0 	0 	2 	0 	0 	0 	2
0267 	Beautifly	161 	0 	0 	0 	3 	0 	0 	3
0268 	Cascoon	72 	0 	0 	2 	0 	0 	0 	2
0269 	Dustox	161 	0 	0 	0 	0 	3 	0 	3
0270 	Lotad	74 	0 	0 	0 	0 	1 	0 	1
0271 	Lombre	141 	0 	0 	0 	0 	2 	0 	2
0272 	Ludicolo	181 	0 	0 	0 	0 	3 	0 	3
0273 	Seedot	74 	0 	0 	1 	0 	0 	0 	1
0274 	Nuzleaf	141 	0 	2 	0 	0 	0 	0 	2
0275 	Shiftry	181 	0 	3 	0 	0 	0 	0 	3
0276 	Taillow	59 	0 	0 	0 	0 	0 	1 	1
0277 	Swellow	162 	0 	0 	0 	0 	0 	2 	2
0278 	Wingull	64 	0 	0 	0 	0 	0 	1 	1
0279 	Pelipper	164 	0 	0 	2 	0 	0 	0 	2
0280 	Ralts	70 	0 	0 	0 	1 	0 	0 	1
0281 	Kirlia	140 	0 	0 	0 	2 	0 	0 	2
0282 	Gardevoir	208 	0 	0 	0 	3 	0 	0 	3
0283 	Surskit	63 	0 	0 	0 	0 	0 	1 	1
0284 	Masquerain	128 	0 	0 	0 	1 	1 	0 	2
0285 	Shroomish	65 	1 	0 	0 	0 	0 	0 	1
0286 	Breloom	165 	0 	2 	0 	0 	0 	0 	2
0287 	Slakoth	83 	1 	0 	0 	0 	0 	0 	1
0288 	Vigoroth	126 	0 	0 	0 	0 	0 	2 	2
0289 	Slaking	210 	3 	0 	0 	0 	0 	0 	3
0290 	Nincada	65 	0 	0 	1 	0 	0 	0 	1
0291 	Ninjask	155 	0 	0 	0 	0 	0 	2 	2
0292 	Shedinja	95 	2 	0 	0 	0 	0 	0 	2
0293 	Whismur	68 	1 	0 	0 	0 	0 	0 	1
0294 	Loudred	126 	2 	0 	0 	0 	0 	0 	2
0295 	Exploud	184 	3 	0 	0 	0 	0 	0 	3
0296 	Makuhita	87 	1 	0 	0 	0 	0 	0 	1
0297 	Hariyama	184 	2 	0 	0 	0 	0 	0 	2
0298 	Azurill	33 	1 	0 	0 	0 	0 	0 	1
0299 	Nosepass	108 	0 	0 	1 	0 	0 	0 	1
0300 	Skitty	65 	0 	0 	0 	0 	0 	1 	1
0301 	Delcatty	138 	1 	0 	0 	0 	0 	1 	2
0302 	Sableye	98 	0 	1 	1 	0 	0 	0 	2
0303 	Mawile	98 	0 	1 	1 	0 	0 	0 	2
0304 	Aron	96 	0 	0 	1 	0 	0 	0 	1
0305 	Lairon	152 	0 	0 	2 	0 	0 	0 	2
0306 	Aggron	205 	0 	0 	3 	0 	0 	0 	3
0307 	Meditite	91 	0 	0 	0 	0 	0 	1 	1
0308 	Medicham	153 	0 	0 	0 	0 	0 	2 	2
0309 	Electrike	104 	0 	0 	0 	0 	0 	1 	1
0310 	Manectric	168 	0 	0 	0 	0 	0 	2 	2
0311 	Plusle	120 	0 	0 	0 	0 	0 	1 	1
0312 	Minun	120 	0 	0 	0 	0 	0 	1 	1
0313 	Volbeat	146 	0 	0 	0 	0 	0 	1 	1
0314 	Illumise	146 	0 	0 	0 	0 	0 	1 	1
0315 	Roselia	152 	0 	0 	0 	2 	0 	0 	2
0316 	Gulpin	75 	1 	0 	0 	0 	0 	0 	1
0317 	Swalot	168 	2 	0 	0 	0 	0 	0 	2
0318 	Carvanha	88 	0 	1 	0 	0 	0 	0 	1
0319 	Sharpedo	175 	0 	2 	0 	0 	0 	0 	2
0320 	Wailmer	137 	1 	0 	0 	0 	0 	0 	1
0321 	Wailord	206 	2 	0 	0 	0 	0 	0 	2
0322 	Numel	88 	0 	0 	0 	1 	0 	0 	1
0323 	Camerupt	175 	0 	1 	0 	1 	0 	0 	2
0324 	Torkoal	161 	0 	0 	2 	0 	0 	0 	2
0325 	Spoink	89 	0 	0 	0 	0 	1 	0 	1
0326 	Grumpig	164 	0 	0 	0 	0 	2 	0 	2
0327 	Spinda	85 	0 	0 	0 	1 	0 	0 	1
0328 	Trapinch	73 	0 	1 	0 	0 	0 	0 	1
0329 	Vibrava	126 	0 	1 	0 	0 	0 	1 	2
0330 	Flygon	197 	0 	1 	0 	0 	0 	2 	3
0331 	Cacnea	97 	0 	0 	0 	1 	0 	0 	1
0332 	Cacturne	177 	0 	1 	0 	1 	0 	0 	2
0333 	Swablu	74 	0 	0 	0 	0 	1 	0 	1
0334 	Altaria	188 	0 	0 	0 	0 	2 	0 	2
0335 	Zangoose	165 	0 	2 	0 	0 	0 	0 	2
0336 	Seviper	165 	0 	1 	0 	1 	0 	0 	2
0337 	Lunatone	150 	0 	0 	0 	2 	0 	0 	2
0338 	Solrock	150 	0 	2 	0 	0 	0 	0 	2
0339 	Barboach	92 	1 	0 	0 	0 	0 	0 	1
0340 	Whiscash	158 	2 	0 	0 	0 	0 	0 	2
0341 	Corphish	111 	0 	1 	0 	0 	0 	0 	1
0342 	Crawdaunt	161 	0 	2 	0 	0 	0 	0 	2
0343 	Baltoy	58 	0 	0 	0 	0 	1 	0 	1
0344 	Claydol	189 	0 	0 	0 	0 	2 	0 	2
0345 	Lileep	99 	0 	0 	0 	0 	1 	0 	1
0346 	Cradily	199 	0 	0 	0 	0 	2 	0 	2
0347 	Anorith	99 	0 	1 	0 	0 	0 	0 	1
0348 	Armaldo	199 	0 	2 	0 	0 	0 	0 	2
0349 	Feebas	61 	0 	0 	0 	0 	0 	1 	1
0350 	Milotic	213 	0 	0 	0 	0 	2 	0 	2
0351 	Castform	145 	1 	0 	0 	0 	0 	0 	1
0352 	Kecleon	132 	0 	0 	0 	0 	1 	0 	1
0353 	Shuppet	97 	0 	1 	0 	0 	0 	0 	1
0354 	Banette	179 	0 	2 	0 	0 	0 	0 	2
0355 	Duskull	97 	0 	0 	0 	0 	1 	0 	1
0356 	Dusclops	179 	0 	0 	1 	0 	1 	0 	2
0357 	Tropius	169 	2 	0 	0 	0 	0 	0 	2
0358 	Chimecho	147 	0 	0 	0 	1 	1 	0 	2
0359 	Absol	174 	0 	2 	0 	0 	0 	0 	2
0360 	Wynaut	44 	1 	0 	0 	0 	0 	0 	1
0361 	Snorunt	74 	1 	0 	0 	0 	0 	0 	1
0362 	Glalie	187 	2 	0 	0 	0 	0 	0 	2
0363 	Spheal	75 	1 	0 	0 	0 	0 	0 	1
0364 	Sealeo	128 	2 	0 	0 	0 	0 	0 	2
0365 	Walrein	192 	3 	0 	0 	0 	0 	0 	3
0366 	Clamperl	142 	0 	0 	1 	0 	0 	0 	1
0367 	Huntail	178 	0 	1 	1 	0 	0 	0 	2
0368 	Gorebyss	178 	0 	0 	0 	2 	0 	0 	2
0369 	Relicanth	198 	1 	0 	1 	0 	0 	0 	2
0370 	Luvdisc	110 	0 	0 	0 	0 	0 	1 	1
0371 	Bagon	89 	0 	1 	0 	0 	0 	0 	1
0372 	Shelgon	144 	0 	0 	2 	0 	0 	0 	2
0373 	Salamence	218 	0 	3 	0 	0 	0 	0 	3
0374 	Beldum	103 	0 	0 	1 	0 	0 	0 	1
0375 	Metang	153 	0 	0 	2 	0 	0 	0 	2
0376 	Metagross	210 	0 	0 	3 	0 	0 	0 	3
0377 	Regirock	217 	0 	0 	3 	0 	0 	0 	3
0378 	Regice	216 	0 	0 	0 	0 	3 	0 	3
0379 	Registeel	215 	0 	0 	2 	0 	1 	0 	3
0380 	Latias	211 	0 	0 	0 	0 	3 	0 	3
0381 	Latios	211 	0 	0 	0 	3 	0 	0 	3
0382 	Kyogre	218 	0 	0 	0 	3 	0 	0 	3
0383 	Groudon	218 	0 	3 	0 	0 	0 	0 	3
0384 	Rayquaza	220 	0 	2 	0 	1 	0 	0 	3
0385 	Jirachi	215 	3 	0 	0 	0 	0 	0 	3
0386 	Deoxy	Normal Forme 	215 	0 	1 	0 	1 	0 	1 	3
386A 	Deoxy	Attack Forme 	215 	0 	2 	0 	1 	0 	0 	3
386D 	Deoxy	Defense Forme 	215 	0 	0 	2 	0 	1 	0 	3
386S 	Deoxy	Speed Forme 	215 	0 	0 	0 	0 	0 	3 	3
0387 	Turtwig	64 	0 	1 	0 	0 	0 	0 	1
0388 	Grotle	141 	0 	1 	1 	0 	0 	0 	2
0389 	Torterra	208 	0 	2 	1 	0 	0 	0 	3
0390 	Chimchar	65 	0 	0 	0 	0 	0 	1 	1
0391 	Monferno	142 	0 	0 	0 	1 	0 	1 	2
0392 	Infernape	209 	0 	1 	0 	1 	0 	1 	3
0393 	Piplup	66 	0 	0 	0 	1 	0 	0 	1
0394 	Prinplup	143 	0 	0 	0 	2 	0 	0 	2
0395 	Empoleon	210 	0 	0 	0 	3 	0 	0 	3
0396 	Starly	56 	0 	0 	0 	0 	0 	1 	1
0397 	Staravia	113 	0 	0 	0 	0 	0 	2 	2
0398 	Staraptor	172 	0 	3 	0 	0 	0 	0 	3
0399 	Bidoof	58 	1 	0 	0 	0 	0 	0 	1
0400 	Bibarel	116 	0 	2 	0 	0 	0 	0 	2
0401 	Kricketot	54 	0 	0 	1 	0 	0 	0 	1
0402 	Kricketune	159 	0 	2 	0 	0 	0 	0 	2
0403 	Shinx	60 	0 	1 	0 	0 	0 	0 	1
0404 	Luxio	117 	0 	2 	0 	0 	0 	0 	2
0405 	Luxray	194 	0 	3 	0 	0 	0 	0 	3
0406 	Budew	68 	0 	0 	0 	1 	0 	0 	1
0407 	Roserade	204 	0 	0 	0 	3 	0 	0 	3
0408 	Cranidos	99 	0 	1 	0 	0 	0 	0 	1
0409 	Rampardos	199 	0 	2 	0 	0 	0 	0 	2
0410 	Shieldon	99 	0 	0 	1 	0 	0 	0 	1
0411 	Bastiodon	199 	0 	0 	2 	0 	0 	0 	2
0412 	Burmy	61 	0 	0 	0 	0 	1 	0 	1
0413 	Wormada	Plant Cloak 	159 	0 	0 	0 	0 	2 	0 	2
413G 	Wormada	Sandy Cloak 	159 	0 	0 	2 	0 	0 	0 	2
413S 	Wormada	Trash Cloak 	159 	0 	0 	1 	0 	1 	0 	2
0414 	Mothim	159 	0 	1 	0 	1 	0 	0 	2
0415 	Combee	63 	0 	0 	0 	0 	0 	1 	1
0416 	Vespiquen	188 	0 	0 	1 	0 	1 	0 	2
0417 	Pachirisu	120 	0 	0 	0 	0 	0 	1 	1
0418 	Buizel	75 	0 	0 	0 	0 	0 	1 	1
0419 	Floatzel	178 	0 	0 	0 	0 	0 	2 	2
0420 	Cherubi	68 	0 	0 	0 	1 	0 	0 	1
0421 	Cherrim	133 	0 	0 	0 	2 	0 	0 	2
